window_id,start_time,end_time,split,regime_label,gnn_top_pairs,parsed_top_pairs,confidence,parse_ok,parse_error,top3_overlap_rate,jaccard_at_3,top1_match_rate
2189,2025-03-13T02:00:00,2025-03-13T13:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2190,2025-03-13T03:00:00,2025-03-13T14:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2191,2025-03-13T04:00:00,2025-03-13T15:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_bottom_pressure__tu_interval_pressure"", ""tl_bottom_pressure__tu_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,1.0
2192,2025-03-13T05:00:00,2025-03-13T16:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_bottom_pressure__tu_interval_pressure"", ""tl_bottom_pressure__tu_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,1.0
2193,2025-03-13T06:00:00,2025-03-13T17:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_bottom_pressure__tu_interval_pressure"", ""tl_bottom_pressure__tu_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,1.0
2194,2025-03-13T07:00:00,2025-03-13T18:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_bottom_pressure__tu_interval_pressure"", ""tl_bottom_pressure__tu_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,1.0
2195,2025-03-13T08:00:00,2025-03-13T19:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_bottom_pressure__tu_interval_pressure"", ""tl_bottom_pressure__tu_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,1.0
2196,2025-03-13T09:00:00,2025-03-13T20:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_bottom_pressure__tu_interval_pressure"", ""tl_bottom_pressure__tu_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,1.0
2197,2025-03-13T10:00:00,2025-03-13T21:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_bottom_pressure__tu_interval_pressure"", ""tl_bottom_pressure__tu_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,1.0
2198,2025-03-13T11:00:00,2025-03-13T22:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_bottom_pressure__tu_interval_pressure"", ""tl_bottom_pressure__tu_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,1.0
2199,2025-03-13T12:00:00,2025-03-13T23:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_bottom_pressure__tu_interval_pressure"", ""tl_bottom_pressure__tu_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,1.0
2200,2025-03-13T13:00:00,2025-03-14T00:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2201,2025-03-13T14:00:00,2025-03-14T01:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_bottom_pressure__tu_interval_pressure"", ""tl_bottom_pressure__tu_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,1.0
2202,2025-03-13T15:00:00,2025-03-14T02:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_bottom_pressure__tu_interval_pressure"", ""tl_bottom_pressure__tu_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,1.0
2203,2025-03-13T16:00:00,2025-03-14T03:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_bottom_pressure__tu_interval_pressure"", ""tl_bottom_pressure__tu_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,1.0
2204,2025-03-13T17:00:00,2025-03-14T04:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_bottom_pressure__tu_interval_pressure"", ""tl_bottom_pressure__tu_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,1.0
2205,2025-03-13T18:00:00,2025-03-14T05:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_bottom_pressure__tu_interval_pressure"", ""tl_bottom_pressure__tu_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,1.0
2206,2025-03-13T19:00:00,2025-03-14T06:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2207,2025-03-13T20:00:00,2025-03-14T07:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_bottom_pressure__tu_interval_pressure"", ""tl_bottom_pressure__tu_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,1.0
2208,2025-03-13T21:00:00,2025-03-14T08:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2209,2025-03-13T22:00:00,2025-03-14T09:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2210,2025-03-13T23:00:00,2025-03-14T10:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2211,2025-03-14T00:00:00,2025-03-14T11:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_bottom_pressure__tu_interval_pressure"", ""tl_bottom_pressure__tu_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,1.0
2212,2025-03-14T01:00:00,2025-03-14T12:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_bottom_pressure__tu_interval_pressure"", ""tl_bottom_pressure__tu_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,1.0
2213,2025-03-14T02:00:00,2025-03-14T13:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2214,2025-03-14T03:00:00,2025-03-14T14:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_bottom_pressure__tu_interval_pressure"", ""tl_bottom_pressure__tu_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,1.0
2215,2025-03-14T04:00:00,2025-03-14T15:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_bottom_pressure__tu_interval_pressure"", ""tl_bottom_pressure__tu_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,1.0
2216,2025-03-14T05:00:00,2025-03-14T16:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_bottom_pressure__tu_interval_pressure"", ""tl_bottom_pressure__tu_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,1.0
2217,2025-03-14T06:00:00,2025-03-14T17:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_bottom_pressure__tu_interval_pressure"", ""tl_bottom_pressure__tu_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,1.0
2218,2025-03-14T07:00:00,2025-03-14T18:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_bottom_pressure__tu_interval_pressure"", ""tl_interval_pressure__tn_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,1.0
2219,2025-03-14T08:00:00,2025-03-14T19:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_bottom_pressure__tu_interval_pressure"", ""tl_bottom_pressure__tu_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,1.0
2220,2025-03-14T09:00:00,2025-03-14T20:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2221,2025-03-14T10:00:00,2025-03-14T21:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2222,2025-03-14T11:00:00,2025-03-14T22:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2223,2025-03-14T12:00:00,2025-03-14T23:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2224,2025-03-14T13:00:00,2025-03-15T00:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2225,2025-03-14T14:00:00,2025-03-15T01:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2226,2025-03-14T15:00:00,2025-03-15T02:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2227,2025-03-14T16:00:00,2025-03-15T03:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2228,2025-03-14T17:00:00,2025-03-15T04:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2229,2025-03-14T18:00:00,2025-03-15T05:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2230,2025-03-14T19:00:00,2025-03-15T06:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2231,2025-03-14T20:00:00,2025-03-15T07:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2232,2025-03-14T21:00:00,2025-03-15T08:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]",,,False,invalid_pair_id,0.0,0.0,0.0
2233,2025-03-14T22:00:00,2025-03-15T09:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2234,2025-03-14T23:00:00,2025-03-15T10:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_bottom_pressure__tu_interval_pressure"", ""tl_bottom_pressure__tu_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,1.0
2235,2025-03-15T00:00:00,2025-03-15T11:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_bottom_pressure__tu_interval_pressure"", ""tl_bottom_pressure__tu_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,1.0
2236,2025-03-15T01:00:00,2025-03-15T12:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_bottom_pressure__tu_interval_pressure"", ""tl_bottom_pressure__tu_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,1.0
2237,2025-03-15T02:00:00,2025-03-15T13:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_bottom_pressure__tu_interval_pressure"", ""tl_bottom_pressure__tu_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,1.0
2238,2025-03-15T03:00:00,2025-03-15T14:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_bottom_pressure__tu_interval_pressure"", ""tl_bottom_pressure__tn_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,1.0
2239,2025-03-15T04:00:00,2025-03-15T15:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2240,2025-03-15T05:00:00,2025-03-15T16:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_bottom_pressure__tu_interval_pressure"", ""tl_bottom_pressure__tn_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,1.0
2241,2025-03-15T06:00:00,2025-03-15T17:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_bottom_pressure__tu_interval_pressure"", ""tl_bottom_pressure__tn_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,1.0
2242,2025-03-15T07:00:00,2025-03-15T18:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_bottom_pressure__tu_interval_pressure"", ""tl_bottom_pressure__tn_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,1.0
2243,2025-03-15T08:00:00,2025-03-15T19:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2244,2025-03-15T09:00:00,2025-03-15T20:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_bottom_pressure__tu_interval_pressure"", ""tl_bottom_pressure__tn_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,1.0
2245,2025-03-15T10:00:00,2025-03-15T21:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_bottom_pressure__tu_interval_pressure"", ""tl_bottom_pressure__tu_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,1.0
2246,2025-03-15T11:00:00,2025-03-15T22:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_bottom_pressure__tu_interval_pressure"", ""tl_bottom_pressure__tu_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,1.0
2247,2025-03-15T12:00:00,2025-03-15T23:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_bottom_pressure__tu_interval_pressure"", ""tl_bottom_pressure__tu_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,1.0
2248,2025-03-15T13:00:00,2025-03-16T00:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_bottom_pressure__ts_bottom_pressure"", ""tl_bottom_pressure__tn_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,1.0
2249,2025-03-15T14:00:00,2025-03-16T01:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_bottom_pressure__tu_interval_pressure"", ""tl_bottom_pressure__tu_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,1.0
2250,2025-03-15T15:00:00,2025-03-16T02:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2251,2025-03-15T16:00:00,2025-03-16T03:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2252,2025-03-15T17:00:00,2025-03-16T04:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2253,2025-03-15T18:00:00,2025-03-16T05:00:00,test,idle,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2254,2025-03-15T19:00:00,2025-03-16T06:00:00,test,producing,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_bottom_pressure__tu_interval_pressure"", ""tl_bottom_pressure__tu_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,1.0
2255,2025-03-15T20:00:00,2025-03-16T07:00:00,test,producing,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2256,2025-03-15T21:00:00,2025-03-16T08:00:00,test,producing,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_interval_pressure__tu_interval_pressure"", ""ts_interval_pressure__tu_interval_pressure""]",0.8,True,,0.3333333333333333,0.2,1.0
2257,2025-03-15T22:00:00,2025-03-16T09:00:00,test,producing,"[""tn_interval_pressure__ts_interval_pressure"", ""ts_bottom_pressure__ts_interval_pressure"", ""tn_interval_pressure__ts_bottom_pressure""]","[""tn_interval_pressure__ts_interval_pressure"", ""tn_bottom_pressure__tu_interval_pressure"", ""tl_bottom_pressure__tu_interval_pressure""]",0.7,True,,0.3333333333333333,0.2,1.0
