model,monitoring_location_id,flow_rate,rolling_21,true_label,arima_test_rmse,llm_prediction,llm_confidence,parse_ok,parse_error
phi-3.5-mini-instruct,USGS-12472600,249.0,229.42857142857144,Low,56.52799863011091,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12449950,403.0,430.2380952380952,Low,1670.1993533228897,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-13344500,69.6,63.96666666666667,Low,183.7302587220333,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12508990,693.0,818.8571428571429,Low,3228.228865323477,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12462500,1190.0,1783.3333333333333,Low,3884.520412338176,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12448500,523.0,661.7619047619048,Low,1154.4545536589758,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12484500,1290.0,1216.6666666666667,Low,2404.9955726944195,High,0.9,True,
phi-3.5-mini-instruct,USGS-12451000,294.0,455.8095238095238,Low,1255.535243930351,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12447200,1270.0,1428.571428571429,Low,2142.1682734627743,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12447390,2.7,2.723809523809524,Low,37.20775723529282,Medium,0.99,True,
phi-3.5-mini-instruct,USGS-12484500,3610.0,3449.0476190476197,Medium,2404.9955726944195,High,0.9,True,
phi-3.5-mini-instruct,USGS-13334300,17300.0,19547.61904761905,High,18631.86432537051,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12447383,0.01,3.588095238095238,Low,673.2079271093021,Low,0.98,True,
phi-3.5-mini-instruct,USGS-14013700,55.8,68.04761904761905,Low,173.22209602109686,Low,0.85,True,
phi-3.5-mini-instruct,USGS-14111400,1190.0,1398.095238095238,Low,753.8943709183061,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12452890,320.0,383.1904761904762,Low,81.48119864454674,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12449500,1370.0,362.5238095238095,Low,1502.8300317743503,High,0.9,True,
phi-3.5-mini-instruct,USGS-12465400,3.22,3.506666666666677,Low,28.439489028704404,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12510500,1770.0,1930.952380952381,Low,3492.406807749207,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-13351000,3960.0,1753.428571428571,Medium,936.9136059387152,High,0.95,True,
phi-3.5-mini-instruct,USGS-12431500,362.0,379.9047619047619,Low,266.07643168612685,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-14013000,43.7,45.49523809523809,Low,139.96007401129722,Medium,0.92,True,
phi-3.5-mini-instruct,USGS-14111400,1580.0,1703.3333333333333,Low,753.8943709183061,Low,0.65,True,
phi-3.5-mini-instruct,USGS-14107000,1000.0,718.5714285714286,Low,309.4773905537867,High,0.9,True,
phi-3.5-mini-instruct,USGS-12510500,3320.0,3408.5714285714284,Medium,3492.406807749207,Medium,0.85,True,
phi-3.5-mini-instruct,USGS-13348000,8.81,16.52047619047619,Low,136.48781261754797,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12422500,2800.0,2464.7619047619046,Low,6063.167585115459,High,0.9,True,
phi-3.5-mini-instruct,USGS-13344500,64.0,58.89047619047618,Low,183.7302587220333,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12449950,3420.0,3269.0476190476197,Medium,1670.1993533228897,High,0.9,True,
phi-3.5-mini-instruct,USGS-12452500,2440.0,1793.571428571429,Low,1009.0855554321142,High,0.9,True,
phi-3.5-mini-instruct,USGS-13334300,25300.0,38780.95238095238,High,18631.86432537051,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12472600,245.0,224.42857142857144,Low,56.52799863011091,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12488500,142.0,260.6666666666667,Low,279.3940058356053,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12456500,78.0,83.65238095238095,Low,429.0969748447744,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12449950,9210.0,9820.47619047619,Medium,1670.1993533228897,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12510500,1980.0,2035.7142857142856,Low,3492.406807749207,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-12439500,771.0,534.0,Low,253.09296883655048,High,0.9,True,
phi-3.5-mini-instruct,USGS-12452890,20.4,23.03809523809523,Low,81.48119864454674,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-14018500,1130.0,1431.190476190476,Low,918.4129278545872,Low,0.65,True,
phi-3.5-mini-instruct,USGS-14107000,520.0,353.3333333333333,Low,309.4773905537867,High,0.9,True,
phi-3.5-mini-instruct,USGS-13344500,288.0,341.4761904761905,Low,183.7302587220333,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12431500,494.0,505.6666666666667,Low,266.07643168612685,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12447390,10.7,12.733333333333333,Low,37.20775723529282,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12464800,0.26,0.1714285714285714,Low,10.235605106276356,Low,0.9,True,
phi-3.5-mini-instruct,USGS-12505450,15.1,15.233333333333334,Low,28.497420484692174,Medium,0.98,True,
phi-3.5-mini-instruct,USGS-13351000,448.0,1004.904761904762,Low,936.9136059387152,Low,0.25,True,
phi-3.5-mini-instruct,USGS-12464800,0.23,0.2185714285714285,Low,10.235605106276356,Low,0.98,True,
phi-3.5-mini-instruct,USGS-13348000,243.0,112.44285714285716,Low,136.48781261754797,High,0.9,True,
phi-3.5-mini-instruct,USGS-12472600,178.0,214.52380952380952,Low,56.52799863011091,Low,0.65,True,
phi-3.5-mini-instruct,USGS-14113000,1940.0,1989.047619047619,Low,1233.3436263976494,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12447383,36.0,2.093809523809524,Low,673.2079271093021,Low,0.98,True,
phi-3.5-mini-instruct,USGS-12449950,454.0,542.0,Low,1670.1993533228897,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12465400,2.61,3.0823809523809635,Low,28.439489028704404,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12442500,2900.0,4000.4761904761904,Low,1966.7599058711344,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12510500,989.0,2116.35,Low,3492.406807749207,Medium,0.75,True,
phi-3.5-mini-instruct,USGS-12449500,278.0,293.6666666666667,Low,1502.8300317743503,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-13344500,148.0,194.47619047619048,Low,183.7302587220333,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12452500,2210.0,1393.804761904762,Low,1009.0855554321142,High,0.9,True,
phi-3.5-mini-instruct,USGS-12447390,75.2,128.86190476190475,Low,37.20775723529282,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12502500,16.5,13.22857142857143,Low,83.27659503307245,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12424000,53.3,181.83333333333337,Low,486.192387119909,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12452500,950.0,1531.2857142857142,Low,1009.0855554321142,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12448000,2190.0,1140.0,Low,424.7138682386691,High,0.9,True,
phi-3.5-mini-instruct,USGS-12462500,1240.0,1218.571428571429,Low,3884.520412338176,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-13348000,1.95,2.4104761904761904,Low,136.48781261754797,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12452500,108.0,64.17619047619048,Low,1009.0855554321142,High,0.85,True,
phi-3.5-mini-instruct,USGS-13348000,10.0,6.038095238095239,Low,136.48781261754797,Medium,0.85,True,
phi-3.5-mini-instruct,USGS-12467000,52.0,50.0,Low,46.87120300321422,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12464800,0.22,0.183333333333334,Low,10.235605106276356,Low,0.9,True,
phi-3.5-mini-instruct,USGS-12448500,243.0,322.3809523809524,Low,1154.4545536589758,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12458000,289.0,356.2857142857143,Low,778.0209698128198,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12452800,90.4,90.97142857142858,Low,377.8042179976496,Medium,0.98,True,
phi-3.5-mini-instruct,USGS-12447390,5.66,6.445714285714287,Low,37.20775723529282,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-14013700,845.0,292.052380952381,Low,173.22209602109686,High,0.9,True,
phi-3.5-mini-instruct,USGS-14013000,54.8,98.4,Low,139.96007401129722,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12439500,272.0,260.2857142857143,Low,253.09296883655048,High,0.9,True,
phi-3.5-mini-instruct,USGS-12451000,480.0,629.3333333333334,Low,1255.535243930351,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12465400,6.31,7.131428571428571,Low,28.439489028704404,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12449950,495.0,761.3333333333334,Low,1670.1993533228897,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12452890,36.9,41.16666666666666,Low,81.48119864454674,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12465400,0.0,0.0,Low,28.439489028704404,Low,1.0,True,
phi-3.5-mini-instruct,USGS-12445000,1120.0,999.7142857142856,Low,2161.6195853191502,High,0.85,True,
phi-3.5-mini-instruct,USGS-12458000,300.0,438.57142857142856,Low,778.0209698128198,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12457000,1760.0,974.7142857142856,Low,2623.5994617046144,High,0.9,True,
phi-3.5-mini-instruct,USGS-12452500,2210.0,2210.0,Low,1009.0855554321142,Medium,1.0,True,
phi-3.5-mini-instruct,USGS-12439500,340.0,371.1428571428572,Low,253.09296883655048,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-13348000,9.69,14.164285714285716,Low,136.48781261754797,Low,0.85,True,
phi-3.5-mini-instruct,USGS-14107000,174.0,235.28571428571428,Low,309.4773905537867,Low,0.85,True,
phi-3.5-mini-instruct,USGS-14013000,67.1,76.82857142857142,Low,139.96007401129722,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12439500,308.0,280.0,Low,253.09296883655048,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12447200,3210.0,4458.571428571428,Medium,2142.1682734627743,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12508990,3130.0,2698.095238095238,Medium,3228.228865323477,High,0.9,True,
phi-3.5-mini-instruct,USGS-12465400,0.18,0.1014285714285822,Low,28.439489028704404,Low,0.9,True,
phi-3.5-mini-instruct,USGS-14018500,149.0,39.72857142857143,Low,918.4129278545872,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12510500,2630.0,2686.6666666666665,Low,3492.406807749207,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12456500,360.0,271.7142857142857,Low,429.0969748447744,High,0.85,True,
phi-3.5-mini-instruct,USGS-12472600,175.0,172.71428571428572,Low,56.52799863011091,Medium,0.98,True,
phi-3.5-mini-instruct,USGS-13334300,26900.0,22233.33333333333,High,18631.86432537051,High,0.9,True,
phi-3.5-mini-instruct,USGS-12445000,1290.0,1176.3809523809523,Low,2161.6195853191502,High,0.85,True,
phi-3.5-mini-instruct,USGS-12484500,6860.0,5490.476190476191,Medium,2404.9955726944195,High,0.9,True,
phi-3.5-mini-instruct,USGS-13334300,31400.0,27200.0,High,18631.86432537051,High,0.9,True,
phi-3.5-mini-instruct,USGS-13344500,279.0,300.7619047619048,Low,183.7302587220333,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12448998,741.0,717.6666666666666,Low,309.39979389679627,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-14013700,43.4,42.92857142857143,Low,173.22209602109686,Medium,0.98,True,
phi-3.5-mini-instruct,USGS-12439500,242.0,284.6666666666667,Low,253.09296883655048,Low,0.85,True,
phi-3.5-mini-instruct,USGS-13344500,63.3,71.86666666666667,Low,183.7302587220333,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12462500,1050.0,486.57142857142856,Low,3884.520412338176,High,0.9,True,
phi-3.5-mini-instruct,USGS-12452800,78.0,73.47619047619048,Low,377.8042179976496,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-12464800,8.26,10.01952380952381,Low,10.235605106276356,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12452890,93.0,94.93333333333332,Low,81.48119864454674,Medium,0.965,True,
phi-3.5-mini-instruct,USGS-12462500,3470.0,3624.7619047619046,Medium,3884.520412338176,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12439500,253.0,306.5238095238095,Low,253.09296883655048,Low,0.65,True,
phi-3.5-mini-instruct,USGS-14107000,115.0,155.14285714285714,Low,309.4773905537867,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12445000,1340.0,1649.047619047619,Low,2161.6195853191502,Medium,0.75,True,
phi-3.5-mini-instruct,USGS-12457000,1600.0,2298.095238095238,Low,2623.5994617046144,Low,0.85,True,
phi-3.5-mini-instruct,USGS-14013700,47.3,31.53333333333333,Low,173.22209602109686,Medium,0.75,True,
phi-3.5-mini-instruct,USGS-12447383,440.0,136.92857142857142,Low,673.2079271093021,High,0.95,True,
phi-3.5-mini-instruct,USGS-12447383,434.0,304.6190476190476,Low,673.2079271093021,High,0.9,True,
phi-3.5-mini-instruct,USGS-12472800,167000.0,161809.52380952382,High,31822.81984033152,High,0.95,True,
phi-3.5-mini-instruct,USGS-12488500,106.0,132.28571428571428,Low,279.3940058356053,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12472800,207000.0,171476.19047619047,High,31822.81984033152,High,0.9,True,
phi-3.5-mini-instruct,USGS-12457000,996.0,889.5238095238095,Low,2623.5994617046144,High,0.9,True,
phi-3.5-mini-instruct,USGS-13334300,134000.0,108019.04761904762,High,18631.86432537051,High,0.9,True,
phi-3.5-mini-instruct,USGS-12472600,231.0,237.6190476190476,Low,56.52799863011091,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-12472600,268.0,279.9047619047619,Low,56.52799863011091,Medium,0.6,True,
phi-3.5-mini-instruct,USGS-13348000,2.95,2.956666666666667,Low,136.48781261754797,Medium,0.98,True,
phi-3.5-mini-instruct,USGS-12447383,0.0,0.0,Low,673.2079271093021,Low,1.0,True,
phi-3.5-mini-instruct,USGS-12447390,26.0,48.695238095238096,Low,37.20775723529282,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12449500,383.0,286.1904761904762,Low,1502.8300317743503,High,0.85,True,
phi-3.5-mini-instruct,USGS-12424000,319.0,305.95238095238096,Low,486.192387119909,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12459000,1240.0,792.6666666666666,Low,3552.3653423727915,High,0.9,True,
phi-3.5-mini-instruct,USGS-12452890,128.0,128.0,Low,81.48119864454674,Medium,1.0,True,
phi-3.5-mini-instruct,USGS-12458000,1570.0,2126.190476190476,Low,778.0209698128198,Medium,0.75,True,
phi-3.5-mini-instruct,USGS-12472600,203.0,206.04761904761904,Low,56.52799863011091,Medium,0.98,True,
phi-3.5-mini-instruct,USGS-12456500,660.0,288.2857142857143,Low,429.0969748447744,High,0.9,True,
phi-3.5-mini-instruct,USGS-12464800,0.31,0.288095238095238,Low,10.235605106276356,Low,0.95,True,
phi-3.5-mini-instruct,USGS-13334300,46800.0,53580.95238095238,High,18631.86432537051,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12445000,865.0,874.952380952381,Low,2161.6195853191502,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-12458000,469.0,646.8095238095239,Low,778.0209698128198,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12472800,177000.0,151380.95238095237,High,31822.81984033152,High,0.9,True,
phi-3.5-mini-instruct,USGS-13351000,66.7,98.07142857142856,Low,936.9136059387152,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12445000,4330.0,3092.8571428571427,Medium,2161.6195853191502,High,0.9,True,
phi-3.5-mini-instruct,USGS-12422500,608.0,847.6190476190476,Low,6063.167585115459,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12448500,213.0,200.9047619047619,Low,1154.4545536589758,High,0.9,True,
phi-3.5-mini-instruct,USGS-12457000,5750.0,6809.047619047619,Medium,2623.5994617046144,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12500450,4230.0,3446.6666666666665,Medium,2543.163189720396,High,0.9,True,
phi-3.5-mini-instruct,USGS-12442500,861.0,856.8095238095239,Low,1966.7599058711344,Medium,0.98,True,
phi-3.5-mini-instruct,USGS-12508990,10200.0,8136.190476190476,High,3228.228865323477,High,0.9,True,
phi-3.5-mini-instruct,USGS-12464800,0.3,0.3,Low,10.235605106276356,Low,1.0,True,
phi-3.5-mini-instruct,USGS-12452990,93.4,109.8095238095238,Low,464.545206702337,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12448000,42.5,47.01904761904762,Low,424.7138682386691,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12484500,2650.0,2444.7619047619046,Low,2404.9955726944195,High,0.9,True,
phi-3.5-mini-instruct,USGS-12448000,137.0,312.95238095238096,Low,424.7138682386691,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12448000,289.0,226.3809523809524,Low,424.7138682386691,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12447200,6080.0,8667.619047619048,Medium,2142.1682734627743,Medium,0.75,True,
phi-3.5-mini-instruct,USGS-12484500,4430.0,4342.380952380952,Medium,2404.9955726944195,High,0.9,True,
phi-3.5-mini-instruct,USGS-14013000,99.9,247.20000000000005,Low,139.96007401129722,Low,0.95,True,
phi-3.5-mini-instruct,USGS-12447390,181.0,222.0952380952381,Low,37.20775723529282,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12439500,295.0,302.1904761904762,Low,253.09296883655048,Medium,0.92,True,
phi-3.5-mini-instruct,USGS-12439500,333.0,324.4761904761905,Low,253.09296883655048,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-12439500,2060.0,1241.3333333333333,Low,253.09296883655048,High,0.9,True,
phi-3.5-mini-instruct,USGS-12452990,335.0,262.3809523809524,Low,464.545206702337,High,0.85,True,
phi-3.5-mini-instruct,USGS-12500450,1910.0,1937.142857142857,Low,2543.163189720396,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-12431000,419.0,426.9047619047619,Low,230.0085108294793,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-12449950,492.0,602.4285714285714,Low,1670.1993533228897,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12447200,1950.0,1939.5238095238096,Low,2142.1682734627743,Medium,0.98,True,
phi-3.5-mini-instruct,USGS-12431000,1220.0,805.4285714285714,Low,230.0085108294793,High,0.9,True,
phi-3.5-mini-instruct,USGS-14107000,709.0,761.7619047619048,Low,309.4773905537867,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12459000,531.0,526.047619047619,Low,3552.3653423727915,Medium,0.98,True,
phi-3.5-mini-instruct,USGS-12448000,279.0,357.8095238095238,Low,424.7138682386691,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12448000,77.3,85.00952380952381,Low,424.7138682386691,Medium,0.6,True,
phi-3.5-mini-instruct,USGS-14015000,55.6,139.31428571428572,Low,169.295782003557,Low,0.85,True,
phi-3.5-mini-instruct,USGS-14111400,1040.0,1150.0,Low,753.8943709183061,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12448998,170.0,125.8095238095238,Low,309.39979389679627,High,0.85,True,
phi-3.5-mini-instruct,USGS-12422500,3710.0,3732.380952380952,Medium,6063.167585115459,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-12439500,1890.0,2140.9523809523807,Low,253.09296883655048,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-13334300,36300.0,29338.09523809524,High,18631.86432537051,High,0.9,True,
phi-3.5-mini-instruct,USGS-12422500,1720.0,1667.6190476190477,Low,6063.167585115459,High,0.9,True,
phi-3.5-mini-instruct,USGS-13344500,121.0,76.21904761904761,Low,183.7302587220333,High,0.85,True,
phi-3.5-mini-instruct,USGS-12465000,5.26,3.757619047619048,Low,53.21281910789904,Medium,0.85,True,
phi-3.5-mini-instruct,USGS-12456500,802.0,1509.190476190476,Low,429.0969748447744,Low,0.85,True,
phi-3.5-mini-instruct,USGS-14107000,171.0,219.3809523809524,Low,309.4773905537867,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12467000,28.0,23.09523809523809,Low,46.87120300321422,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-13335050,116.0,103.0047619047619,Low,87.55100282214526,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12451000,412.0,405.3333333333333,Low,1255.535243930351,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-12448000,2330.0,860.6190476190476,Low,424.7138682386691,High,0.95,True,
phi-3.5-mini-instruct,USGS-13348000,25.1,54.919047619047625,Low,136.48781261754797,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12505450,22.7,25.08571428571429,Low,28.497420484692174,Medium,0.6,True,
phi-3.5-mini-instruct,USGS-12445000,1220.0,1213.3333333333333,Low,2161.6195853191502,Medium,0.98,True,
phi-3.5-mini-instruct,USGS-12451000,1980.0,2741.428571428572,Low,1255.535243930351,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12439500,177.0,171.66666666666666,Low,253.09296883655048,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-12464800,4.5,6.695238095238096,Low,10.235605106276356,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12502500,27.8,19.61904761904762,Low,83.27659503307245,Medium,0.75,True,
phi-3.5-mini-instruct,USGS-12439500,560.0,418.2380952380952,Low,253.09296883655048,High,0.9,True,
phi-3.5-mini-instruct,USGS-13334300,13000.0,15780.952380952382,High,18631.86432537051,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12500450,2520.0,2666.6666666666665,Low,2543.163189720396,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12464800,0.3,0.3,Low,10.235605106276356,Low,1.0,True,
phi-3.5-mini-instruct,USGS-12462500,2040.0,3657.619047619048,Low,3884.520412338176,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12459000,3290.0,3998.571428571429,Medium,3552.3653423727915,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12424000,209.0,327.9047619047619,Low,486.192387119909,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12448000,845.0,1532.4761904761904,Low,424.7138682386691,Medium,0.75,True,
phi-3.5-mini-instruct,USGS-12451000,319.0,347.42857142857144,Low,1255.535243930351,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12510500,1760.0,1435.2380952380952,Low,3492.406807749207,High,0.85,True,
phi-3.5-mini-instruct,USGS-12458000,846.0,948.2857142857144,Low,778.0209698128198,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12472800,112000.0,102819.04761904762,High,31822.81984033152,High,0.9,True,
phi-3.5-mini-instruct,USGS-12448000,789.0,423.2380952380952,Low,424.7138682386691,High,0.9,True,
phi-3.5-mini-instruct,USGS-12508990,1320.0,1514.2857142857142,Low,3228.228865323477,Low,0.65,True,
phi-3.5-mini-instruct,USGS-14013000,452.0,108.9619047619048,Low,139.96007401129722,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12452500,1050.0,1210.2857142857142,Low,1009.0855554321142,Low,0.65,True,
phi-3.5-mini-instruct,USGS-13344500,456.0,654.3809523809524,Low,183.7302587220333,Low,0.85,True,
phi-3.5-mini-instruct,USGS-14107000,970.0,1231.428571428571,Low,309.4773905537867,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12467000,62.6,60.44761904761904,Low,46.87120300321422,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12448500,298.0,311.04761904761904,Low,1154.4545536589758,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-13335050,31.5,33.857142857142854,Low,87.55100282214526,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-14111400,645.0,673.8095238095239,Low,753.8943709183061,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12448500,1270.0,1827.142857142857,Low,1154.4545536589758,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12472600,186.0,197.28571428571428,Low,56.52799863011091,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-14013700,84.1,67.67619047619047,Low,173.22209602109686,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12448500,345.0,295.2857142857143,Low,1154.4545536589758,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-13348000,125.0,128.5809523809524,Low,136.48781261754797,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-12472600,123.0,219.8095238095238,Low,56.52799863011091,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12431500,614.0,613.5238095238095,Low,266.07643168612685,Medium,0.98,True,
phi-3.5-mini-instruct,USGS-12442500,1150.0,1225.809523809524,Low,1966.7599058711344,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12500450,2640.0,2817.1428571428573,Low,2543.163189720396,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12472600,277.0,220.42857142857144,Low,56.52799863011091,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12449950,6170.0,5741.9047619047615,Medium,1670.1993533228897,High,0.9,True,
phi-3.5-mini-instruct,USGS-14013000,47.1,115.78571428571428,Low,139.96007401129722,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12456500,330.0,322.7619047619048,Low,429.0969748447744,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-12465000,44.0,39.38095238095238,Low,53.21281910789904,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12472600,161.0,151.38095238095238,Low,56.52799863011091,Medium,0.9,True,
phi-3.5-mini-instruct,USGS-12456500,178.0,220.87500000000003,Low,429.0969748447744,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12448998,32.0,32.095238095238095,Low,309.39979389679627,Medium,0.99,True,
phi-3.5-mini-instruct,USGS-14015000,91.5,206.8380952380953,Low,169.295782003557,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12452990,220.0,181.42857142857144,Low,464.545206702337,High,0.9,True,
phi-3.5-mini-instruct,USGS-12459000,418.0,539.1904761904761,Low,3552.3653423727915,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12422500,2260.0,1682.3809523809523,Low,6063.167585115459,High,0.9,True,
phi-3.5-mini-instruct,USGS-12448000,695.0,1365.7619047619048,Low,424.7138682386691,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12459000,1390.0,1563.3333333333333,Low,3552.3653423727915,Medium,0.7,True,
phi-3.5-mini-instruct,USGS-12452800,214.0,363.2380952380952,Low,377.8042179976496,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12472800,276000.0,176380.95238095237,High,31822.81984033152,High,0.95,True,
phi-3.5-mini-instruct,USGS-12452500,2190.0,1282.952380952381,Low,1009.0855554321142,High,0.9,True,
phi-3.5-mini-instruct,USGS-12448998,145.0,145.23809523809524,Low,309.39979389679627,Medium,0.98,True,
phi-3.5-mini-instruct,USGS-12452990,176.0,125.52380952380952,Low,464.545206702337,High,0.85,True,
phi-3.5-mini-instruct,USGS-12505450,15.3,15.776190476190475,Low,28.497420484692174,Medium,0.95,True,
phi-3.5-mini-instruct,USGS-12458000,90.0,89.52380952380952,Low,778.0209698128198,Medium,0.98,True,
phi-3.5-mini-instruct,USGS-12431000,224.0,378.2380952380952,Low,230.0085108294793,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12431000,353.0,522.047619047619,Low,230.0085108294793,Low,0.85,True,
phi-3.5-mini-instruct,USGS-12464800,0.3,0.3,Low,10.235605106276356,Low,1.0,True,
phi-3.5-mini-instruct,USGS-12451000,2360.0,2579.0476190476197,Low,1255.535243930351,Low,0.65,True,
phi-3.5-mini-instruct,USGS-12459000,833.0,1063.571428571429,Low,3552.3653423727915,Low,0.85,True,
