,source_dataset,time_raw,time,net_flow,injection_pressure,tl_interval_pressure,tl_bottom_pressure,tn_interval_pressure,tn_bottom_pressure,tc_interval_pressure,tc_bottom_pressure,tu_interval_pressure,tu_bottom_pressure,ts_interval_pressure,ts_bottom_pressure,flag_duplicate_timestamp,flag_time_gap_gt_expected,tc_injecting,tc_producing,delta_P_delta_Q
1986,ftes_1hour,3/4/2025 15:00,2025-03-04T15:00:00,-1.132712345,-1.38458053,2.403450884,-0.051920257,-0.417172939,-0.108206186,-1.383563078,-0.063344521,-1.991753151,-0.386526834,-0.407168986,-0.420877208,FALSE,FALSE,0,0,-0.000668681
1987,ftes_1hour,3/4/2025 16:00,2025-03-04T16:00:00,-1.774160134,-1.385392871,2.399782234,-0.067066123,-0.41717306,-0.11180362,-1.384842968,-0.060460516,-1.994909078,-0.387672,-0.407418398,-0.42047754,FALSE,FALSE,0,0,-0.000552229
1988,ftes_1hour,3/4/2025 17:00,2025-03-04T17:00:00,-1.773527188,-1.387777733,2.39166805,-0.071898603,-0.416918364,-0.114020591,-1.386973652,-0.063020051,-1.99775923,-0.388188018,-0.407565518,-0.421334016,FALSE,FALSE,0,0,-0.137439698
1989,ftes_1hour,3/4/2025 18:00,2025-03-04T18:00:00,-1.758419809,-1.389978273,2.382564079,-0.126674689,-0.418195018,-0.140588665,-1.390264731,-0.070537246,-2.003668518,-0.388286097,-0.40886182,-0.449112292,FALSE,FALSE,0,0,-0.005888296
1990,ftes_1hour,3/4/2025 19:00,2025-03-04T19:00:00,-1.770624523,-1.391169563,2.379188475,-0.118296457,-0.417483104,-0.140461588,-1.390105082,-0.061631237,-2.002654745,-0.385378154,-0.407977375,-0.422341926,FALSE,FALSE,0,0,0.002946738
1991,ftes_1hour,3/4/2025 20:00,2025-03-04T20:00:00,-1.774036152,-1.392432689,2.37236908,-0.116029595,-0.418934631,-0.145835202,-1.391476126,-0.05986312,-2.005674118,-0.386283256,-0.408007607,-0.421296115,FALSE,FALSE,0,0,0.012848182
1992,ftes_1hour,3/4/2025 21:00,2025-03-04T21:00:00,-1.773994488,-1.394485483,2.366719226,-0.106679052,-0.418812871,-0.139116774,-1.393247343,-0.057625718,-2.007869297,-0.386188063,-0.407900769,-0.420191689,FALSE,FALSE,0,0,-1.78998189
1993,ftes_1hour,3/4/2025 22:00,2025-03-04T22:00:00,-1.753957389,-1.395650818,2.361111032,-0.119193795,-0.418280861,-0.140634969,-1.394570006,-0.059329839,-2.009494234,-0.385911967,-0.408012943,-0.421862179,FALSE,FALSE,0,0,-0.002710434
1994,ftes_1hour,3/4/2025 23:00,2025-03-04T23:00:00,-1.774290911,-1.396497928,2.347051072,-0.082244598,-0.41815249,-0.147372039,-1.396110642,-0.060377934,-2.01235752,-0.38698232,-0.407664168,-0.420628646,FALSE,FALSE,0,0,0.000914812
1995,ftes_1hour,3/5/2025 0:00,2025-03-05T00:00:00,-1.774316057,-1.397021688,2.342318999,-0.065034443,-0.418438206,-0.150064457,-1.396456863,-0.059997734,-2.015313118,-0.388286455,-0.407362757,-0.422911763,FALSE,FALSE,0,0,0.755873399
1996,ftes_1hour,3/5/2025 1:00,2025-03-05T01:00:00,-1.774313832,-1.398918101,2.339107182,-0.059552158,-0.418415017,-0.145126006,-1.398294153,-0.059249751,-2.016326796,-0.388421929,-0.407255058,-0.421177251,FALSE,FALSE,0,0,-30.96368546
1997,ftes_1hour,3/5/2025 2:00,2025-03-05T02:00:00,-1.774398191,-1.399842009,2.336132709,-0.059511543,-0.418420117,-0.144951353,-1.399155971,-0.058360962,-2.018451774,-0.388354455,-0.407321658,-0.420415963,FALSE,FALSE,0,0,0.39716161
1998,ftes_1hour,3/5/2025 3:00,2025-03-05T03:00:00,-1.77455761,-1.400627704,2.331972581,-0.060551421,-0.418400362,-0.144364142,-1.399968477,-0.058032627,-2.019785876,-0.388384881,-0.407298061,-0.419799353,FALSE,FALSE,0,0,0.178394649
1999,ftes_1hour,3/5/2025 4:00,2025-03-05T04:00:00,-1.77440136,-1.401628521,2.326464761,-0.057686289,-0.418415896,-0.144330685,-1.401078595,-0.057664457,-2.022064981,-0.388644765,-0.407235233,-0.42001094,FALSE,FALSE,0,0,-0.233223831
2000,ftes_1hour,3/5/2025 5:00,2025-03-05T05:00:00,-1.774201813,-1.402862181,2.321237781,-0.055536403,-0.418442868,-0.144372829,-1.402287954,-0.058456366,-2.024265008,-0.388731422,-0.407201566,-0.41979802,FALSE,FALSE,0,0,-0.225127208
2001,ftes_1hour,3/5/2025 6:00,2025-03-05T06:00:00,-1.774734452,-1.404310072,2.316384451,-0.056666826,-0.418436061,-0.14444656,-1.403466487,-0.058920528,-2.026167202,-0.388822433,-0.407272152,-0.419618742,FALSE,FALSE,0,0,0.098126141
2002,ftes_1hour,3/5/2025 7:00,2025-03-05T07:00:00,-1.774616236,-1.405684732,2.311568838,-0.056555042,-0.418442568,-0.144520875,-1.404689502,-0.058822699,-2.028648653,-0.388920617,-0.407280863,-0.419780683,FALSE,FALSE,0,0,-0.422917248
2003,ftes_1hour,3/5/2025 8:00,2025-03-05T08:00:00,-1.77418984,-1.406771932,2.306297335,-0.057542491,-0.418414911,-0.14371117,-1.405931355,-0.059238702,-2.030478627,-0.388785521,-0.407274161,-0.418791038,FALSE,FALSE,0,0,-0.093199629
2004,ftes_1hour,3/5/2025 9:00,2025-03-05T09:00:00,-1.774065775,-1.407984303,2.296183139,-0.057316237,-0.418453021,-0.141906653,-1.407174782,-0.058990638,-2.032538204,-0.388176275,-0.407383409,-0.417483174,FALSE,FALSE,0,0,-0.355499081
2005,ftes_1hour,3/5/2025 10:00,2025-03-05T10:00:00,-1.773972151,-1.409070277,2.288054163,-0.055990168,-0.418433951,-0.142476941,-1.408312402,-0.057953996,-2.034579201,-0.388517794,-0.407402826,-0.418743138,FALSE,FALSE,0,0,-0.421863261
2006,ftes_1hour,3/5/2025 11:00,2025-03-05T11:00:00,-1.774181336,-1.410200389,2.281864715,-0.053411173,-0.418419095,-0.141961476,-1.409566869,-0.056783784,-2.03665289,-0.388467181,-0.407371862,-0.418993747,FALSE,FALSE,0,0,0.195608702
2007,ftes_1hour,3/5/2025 12:00,2025-03-05T12:00:00,-1.774427389,-1.411447983,2.275922934,-0.050916106,-0.418291786,-0.142661566,-1.410901337,-0.058913115,-2.038820438,-0.38840673,-0.407389878,-0.41948318,FALSE,FALSE,0,0,0.183548798
2008,ftes_1hour,3/5/2025 13:00,2025-03-05T13:00:00,-1.774212583,-1.412816735,2.270909288,-0.051677557,-0.418323749,-0.141664348,-1.412095077,-0.059239121,-2.040853646,-0.388594502,-0.40737932,-0.419738209,FALSE,FALSE,0,0,-0.232018038
2009,ftes_1hour,3/5/2025 14:00,2025-03-05T14:00:00,-1.774333867,-1.413803967,2.265854386,-0.050622898,-0.41837218,-0.141864524,-1.4131548,-0.061004542,-2.043315118,-0.388407719,-0.407345562,-0.419120812,FALSE,FALSE,0,0,0.295024452
2010,ftes_1hour,3/5/2025 15:00,2025-03-05T15:00:00,-1.331524933,-1.414332039,2.267017754,-0.084337099,-0.418123119,2.872907329,-1.41407072,-0.060480343,-2.046034848,-0.386272539,-0.407642851,-0.418456454,FALSE,FALSE,0,0,-0.000641533
2011,ftes_1hour,3/5/2025 16:00,2025-03-05T16:00:00,-1.736257113,-1.429096085,2.142836517,-0.42562908,-0.109704892,-0.367305771,-1.43556573,-0.138079243,-2.118932792,-0.405040505,-0.420077151,-0.721200714,FALSE,FALSE,0,0,0.000726605
2012,ftes_1hour,3/5/2025 17:00,2025-03-05T17:00:00,-1.77871829,-1.777238276,-2.012952072,-27.68593556,-1.334676975,-19.153249,-2.325136551,-6.214060873,-5.084383105,-1.901056085,-1.290136523,-22.1802089,FALSE,FALSE,0,0,0.297175339
2013,ftes_1hour,3/5/2025 18:00,2025-03-05T18:00:00,-1.437519706,-1.778645055,-0.340216728,-0.08920095,-0.417398838,-0.133044839,-1.778222548,-0.068804026,-3.385433254,-0.387203244,-0.405870993,-0.419817341,FALSE,FALSE,0,0,-0.000747963
2014,ftes_1hour,3/5/2025 19:00,2025-03-05T19:00:00,-1.773631443,-1.779027028,-0.340386505,-0.081622354,-0.416971207,-0.131928589,-1.777922993,-0.067082764,-3.384831584,-0.386808683,-0.405755912,-0.418640049,FALSE,FALSE,0,0,-0.000556949
2015,ftes_1hour,3/5/2025 20:00,2025-03-05T20:00:00,-1.774263901,-1.778462139,-0.339755862,-0.089793758,-0.416983602,-0.129611074,-1.777838292,-0.068260032,-3.383957504,-0.387620896,-0.406258556,-0.416648876,FALSE,FALSE,0,0,-0.033036154
2016,ftes_1hour,3/5/2025 21:00,2025-03-05T21:00:00,-1.774563174,-1.77856435,-0.339832214,-0.093257113,-0.416951254,-0.129198429,-1.777830013,-0.069715012,-3.383747516,-0.387563615,-0.406328374,-0.417139341,FALSE,FALSE,0,0,0.011805444
2017,ftes_1hour,3/5/2025 22:00,2025-03-05T22:00:00,-1.774017952,-1.778630001,-0.340053218,-0.095578543,-0.41687794,-0.127459306,-1.777877831,-0.072558048,-3.384147156,-0.387400497,-0.406429383,-0.41590583,FALSE,FALSE,0,0,-0.004971329
2018,ftes_1hour,3/5/2025 23:00,2025-03-05T23:00:00,-1.774329267,-1.778657198,-0.340292185,-0.099466487,-0.416831912,-0.126622606,-1.777706912,-0.071521497,-3.384286093,-0.387178459,-0.406535753,-0.415172575,FALSE,FALSE,0,0,0.00257454
2019,ftes_1hour,3/6/2025 0:00,2025-03-06T00:00:00,-1.774328164,-1.778516298,-0.340378717,-0.100230286,-0.41685705,-0.128022468,-1.777352095,-0.070769539,-3.384463031,-0.386822435,-0.406520767,-0.415015047,FALSE,FALSE,0,0,4.637058132
2020,ftes_1hour,3/6/2025 1:00,2025-03-06T01:00:00,-1.773922819,-1.778634794,-0.340697254,-0.100096171,-0.416838643,-0.128797975,-1.777820129,-0.071214029,-3.386865384,-0.387113121,-0.406909101,-0.413250869,FALSE,FALSE,0,0,-0.011215152
2021,ftes_1hour,3/6/2025 2:00,2025-03-06T02:00:00,-1.774279676,-1.778576053,-0.340757411,-0.101555883,-0.416823449,-0.128583366,-1.77826455,-0.071183563,-3.386468714,-0.388688803,-0.406945592,-0.414884352,FALSE,FALSE,0,0,-0.006576344
2022,ftes_1hour,3/6/2025 3:00,2025-03-06T03:00:00,-1.774256041,-1.776500966,-0.340764219,-0.103794193,-0.416758726,-0.128292434,-1.776036224,-0.069544902,-3.386148219,-0.389567217,-0.407007982,-0.415243128,FALSE,FALSE,0,0,3.188072104
2023,ftes_1hour,3/6/2025 4:00,2025-03-06T04:00:00,-1.522857439,-1.11024931,-0.340942528,-0.108005701,-0.41675704,-0.125795721,-1.11233046,-0.0629292,-3.200611378,-0.389006155,-0.407018763,-0.415043882,FALSE,FALSE,0,1,0.095650938
2024,ftes_1hour,3/6/2025 5:00,2025-03-06T05:00:00,-0.7148822,0.636550312,-0.341181894,-0.108938183,-0.41672886,-0.126092662,0.635055827,-0.065870099,-2.628877209,-0.388581707,-0.40723057,-0.414293958,FALSE,FALSE,0,1,0.077919292
2025,ftes_1hour,3/6/2025 6:00,2025-03-06T06:00:00,-0.706653661,0.602968057,-0.341026197,-0.109899614,-0.416684272,-0.128359012,0.600713713,-0.06234238,-2.20015774,-0.38832415,-0.407339315,-0.413625493,FALSE,FALSE,0,1,-0.148818824
2026,ftes_1hour,3/6/2025 7:00,2025-03-06T07:00:00,-0.710216819,0.593393701,-0.341083888,-0.113332604,-0.416625221,-0.125458092,0.591584104,-0.059117344,-1.877582974,-0.388261884,-0.407329195,-0.414764602,FALSE,FALSE,0,1,0.096989687
2027,ftes_1hour,3/6/2025 8:00,2025-03-06T08:00:00,-0.71512802,0.590098663,-0.341213294,-0.116928173,-0.416643521,-0.125421717,0.589229814,-0.065254942,-1.65818708,-0.388281041,-0.40731765,-0.415254245,FALSE,FALSE,0,1,0.023768335
2028,ftes_1hour,3/6/2025 9:00,2025-03-06T09:00:00,-0.703617056,0.586628408,-0.341477265,-0.119249333,-0.416691208,-0.127125624,0.586857904,-0.065191245,-1.507085342,-0.387945753,-0.407431287,-0.415069404,FALSE,FALSE,0,1,-0.011547143
2029,ftes_1hour,3/6/2025 10:00,2025-03-06T10:00:00,-0.710253197,0.585065335,-0.341517765,-0.119859996,-0.416613288,-0.126202995,0.585029765,-0.064176304,-1.393381912,-0.387739599,-0.407445116,-0.414679389,FALSE,FALSE,0,1,0.007956092
2030,ftes_1hour,3/6/2025 11:00,2025-03-06T11:00:00,-0.710235158,0.583664634,-0.341600151,-0.120351833,-0.416560921,-0.126377079,0.583336546,-0.0630506,-1.300371026,-0.387535966,-0.407444136,-0.414869335,FALSE,FALSE,0,1,-2.820718333
2031,ftes_1hour,3/6/2025 12:00,2025-03-06T12:00:00,-0.711559244,0.580603667,-0.34155843,-0.121551656,-0.416558133,-0.125416665,0.580280934,-0.062687424,-1.222931185,-0.38746774,-0.407402923,-0.415283228,FALSE,FALSE,0,1,0.08336018
2032,ftes_1hour,3/6/2025 13:00,2025-03-06T13:00:00,-0.708502901,0.583931474,-0.341396168,-0.119864569,-0.4164927,-0.124280026,0.583420176,-0.062572641,-1.158418767,-0.387083575,-0.407453108,-0.414446875,FALSE,FALSE,0,1,0.038945504
2033,ftes_1hour,3/6/2025 14:00,2025-03-06T14:00:00,-0.709846625,0.584958978,-0.341358129,-0.119617415,-0.41645838,-0.124133841,0.584177158,-0.062669183,-1.09975752,-0.387198427,-0.407474141,-0.415334362,FALSE,FALSE,0,1,-0.028369436
2034,ftes_1hour,3/6/2025 15:00,2025-03-06T15:00:00,-0.710289936,0.584305652,-0.340206171,-0.102402842,-0.416407621,-0.121597561,0.586008088,-0.062445183,-1.050217386,-0.388518015,-0.40772808,-0.414430378,FALSE,FALSE,0,1,0.052925002
2035,ftes_1hour,3/6/2025 16:00,2025-03-06T16:00:00,-1.074324957,0.467383022,-0.339772065,-0.071905918,-0.416698652,-0.12363668,0.466754344,-0.060067963,-1.001095252,-0.387263916,-0.407514273,-0.415213153,FALSE,FALSE,0,1,0.011066567
2036,ftes_1hour,3/6/2025 17:00,2025-03-06T17:00:00,-0.937679464,0.44804489,-0.339754519,-0.062863994,-0.417325057,-0.123094099,0.446157055,-0.060822002,-1.003776145,-0.387248411,-0.40722544,-0.417791693,FALSE,FALSE,0,1,-0.005737957
2037,ftes_1hour,3/6/2025 18:00,2025-03-06T18:00:00,-1.009114962,0.485165905,-0.339467786,-0.062295582,-0.416677512,-0.111010081,0.48534875,-0.059848997,-0.987145897,-0.387877667,-0.407269534,-0.416361592,FALSE,FALSE,0,1,-0.019470628
2038,ftes_1hour,3/6/2025 19:00,2025-03-06T19:00:00,-0.839436623,-0.04765886,-0.341579418,-0.098344297,-0.415496068,-0.08447034,-0.050825327,-0.05976471,-0.991977984,-0.386696007,-0.4065565,-0.418039854,FALSE,FALSE,0,1,-0.114644076
2039,ftes_1hour,3/6/2025 20:00,2025-03-06T20:00:00,-1.431799425,0.035554154,-0.342420136,-0.107857232,-0.416543061,-0.115303351,0.032043088,-0.0632347,-1.103280473,-0.386406882,-0.392213424,0.183597259,FALSE,FALSE,0,1,-0.00570004
2040,ftes_1hour,3/6/2025 21:00,2025-03-06T21:00:00,-0.481522673,0.643022126,-0.340618428,-0.073754612,-0.417254423,-0.123814387,0.636947949,-0.063383043,-1.129332718,-0.386279572,-0.370148434,0.633228509,FALSE,FALSE,0,1,0.022618173
2041,ftes_1hour,3/6/2025 22:00,2025-03-06T22:00:00,-0.469430933,0.620545642,-0.340785,-0.073648289,-0.414689026,-0.108519781,0.613695832,-0.058972505,-1.012750137,-0.385637766,-0.40643751,-0.396158336,FALSE,FALSE,0,1,-0.068107128
2042,ftes_1hour,3/6/2025 23:00,2025-03-06T23:00:00,-0.590244833,0.59729119,-0.34045248,-0.070383367,-0.414176307,-0.10604795,0.591201006,-0.061818169,-0.946468474,-0.386653035,-0.407034122,-0.404476369,FALSE,FALSE,0,1,0.006392318
2043,ftes_1hour,3/7/2025 0:00,2025-03-07T00:00:00,-0.612286783,0.59730334,-0.340839084,-0.073950679,-0.414163134,-0.107076484,0.589877284,-0.061356241,-0.928541337,-0.387961105,-0.407162989,-0.407045878,FALSE,FALSE,0,1,-0.000618241
2044,ftes_1hour,3/7/2025 1:00,2025-03-07T01:00:00,-0.61214561,0.597797339,-0.340458018,-0.073258045,-0.414026254,-0.10658504,0.590451027,-0.062253743,-0.879593419,-0.387968417,-0.407145167,-0.402689091,FALSE,FALSE,0,1,0.126486992
2045,ftes_1hour,3/7/2025 2:00,2025-03-07T02:00:00,-0.612161032,0.592541825,-0.340555639,-0.076735201,-0.414059138,-0.105125725,0.585212256,-0.063697608,-0.845366373,-0.388126781,-0.407076613,-0.402889831,FALSE,FALSE,0,1,12.3757255
2046,ftes_1hour,3/7/2025 3:00,2025-03-07T03:00:00,-0.611372186,0.525113905,-0.341399412,-0.093968418,-0.414071945,-0.10575993,0.518393889,-0.063386417,-0.793540756,-0.388055876,-0.407162031,-0.402736306,FALSE,FALSE,0,1,-3.10493655
2047,ftes_1hour,3/7/2025 4:00,2025-03-07T04:00:00,-0.612546119,0.505435301,-0.342443226,-0.110272002,-0.414084011,-0.106850401,0.498536625,-0.063932172,-0.768311874,-0.388353499,-0.407147364,-0.401387328,FALSE,FALSE,0,1,0.608198425
2048,ftes_1hour,3/7/2025 5:00,2025-03-07T05:00:00,-0.612438892,0.508484008,-0.342693471,-0.113644638,-0.414011452,-0.106913693,0.501822497,-0.064783268,-0.759113702,-0.388281636,-0.407158047,-0.400505633,FALSE,FALSE,0,1,1.032004236
2049,ftes_1hour,3/7/2025 6:00,2025-03-07T06:00:00,-0.611966276,0.509733607,-0.342681063,-0.113803854,-0.414040884,-0.106447011,0.502774578,-0.064400317,-0.749402396,-0.38858809,-0.407166364,-0.400516155,FALSE,FALSE,0,1,0.095426556
2050,ftes_1hour,3/7/2025 7:00,2025-03-07T07:00:00,-0.612100283,0.51007992,-0.342658804,-0.114140218,-0.414029827,-0.106183861,0.503070395,-0.064412002,-0.738206689,-0.388817952,-0.40710097,-0.401055298,FALSE,FALSE,0,1,-0.094453819
2051,ftes_1hour,3/7/2025 8:00,2025-03-07T08:00:00,-0.612513052,0.509720567,-0.34267091,-0.115197042,-0.413992496,-0.106391075,0.502510641,-0.063041299,-0.725306584,-0.38857165,-0.407136486,-0.400255408,FALSE,FALSE,0,1,0.031019921
2052,ftes_1hour,3/7/2025 9:00,2025-03-07T09:00:00,-0.612163989,0.509612114,-0.342363456,-0.115734898,-0.414004298,-0.105905205,0.502591865,-0.063838542,-0.711703963,-0.388071591,-0.407156173,-0.399890147,FALSE,FALSE,0,1,-0.011882107
2053,ftes_1hour,3/7/2025 10:00,2025-03-07T10:00:00,-0.612268418,0.50886688,-0.342320053,-0.112295913,-0.414021389,-0.105553969,0.50180357,-0.064426062,-0.693880299,-0.38775932,-0.407008909,-0.400271676,FALSE,FALSE,0,1,0.258577157
2054,ftes_1hour,3/7/2025 11:00,2025-03-07T11:00:00,-0.612720642,0.507227163,-0.342232687,-0.094421386,-0.414205317,-0.105102552,0.499703269,-0.065626241,-0.674420835,-0.386162431,-0.406964538,-0.400668342,FALSE,FALSE,0,1,0.131086937
2055,ftes_1hour,3/7/2025 12:00,2025-03-07T12:00:00,-0.612432191,0.506413491,-0.342189378,-0.08342244,-0.414348126,-0.106922793,0.499867036,-0.063095621,-0.659614998,-0.386648298,-0.406888139,-0.400848799,FALSE,FALSE,0,1,-0.103045189
2056,ftes_1hour,3/7/2025 13:00,2025-03-07T13:00:00,-0.612213061,0.505802345,-0.342042082,-0.075220468,-0.414482102,-0.107480581,0.501365392,-0.062934081,-0.643846598,-0.386824701,-0.40676285,-0.400745526,FALSE,FALSE,0,1,-0.101887515
2057,ftes_1hour,3/7/2025 14:00,2025-03-07T14:00:00,-0.214053256,0.482394118,-0.341939164,-0.065078952,-0.41456547,-0.106548357,0.479171197,-0.064630493,-0.630337621,-0.384498101,-0.406602349,-0.399265279,FALSE,FALSE,0,1,-0.002733393
2058,ftes_1hour,3/7/2025 15:00,2025-03-07T15:00:00,-0.254111207,-0.062689618,-0.342155732,-0.054400768,-0.414760126,-0.108154461,-0.068300026,-0.062559754,-0.65103188,-0.388339814,-0.405643585,-0.395770951,FALSE,FALSE,0,1,0.493594101
2059,ftes_1hour,3/7/2025 16:00,2025-03-07T16:00:00,-1.191196784,0.107405636,-0.342466401,-0.055522996,-0.414773578,-0.106963784,0.102426965,-0.059766401,-0.773180621,-0.388284617,-0.40485094,-0.385684613,FALSE,FALSE,0,1,-0.007190484
2060,ftes_1hour,3/7/2025 17:00,2025-03-07T17:00:00,-0.512655461,0.521845919,-0.342280403,-0.061720049,-0.414856418,-0.1059966,0.522490859,-0.058322229,-0.764712795,-0.388010542,-0.359842151,-0.391010916,FALSE,FALSE,0,1,0.021584108
2061,ftes_1hour,3/7/2025 18:00,2025-03-07T18:00:00,-0.517532816,0.519585525,-0.340553059,0.147408786,-0.41594435,-0.10623281,0.52089337,-0.059206416,-0.667042894,-0.38516705,-0.403855147,-0.416048851,FALSE,FALSE,0,1,0.016233218
2062,ftes_1hour,3/7/2025 19:00,2025-03-07T19:00:00,-0.521547654,0.517627515,-0.340254151,1.095094706,-0.365404453,0.927769102,0.521200382,-0.059706041,-0.606353824,-0.384778978,-0.399395819,-0.414221808,FALSE,FALSE,0,1,0.017113816
2063,ftes_1hour,3/7/2025 20:00,2025-03-07T20:00:00,-0.506294337,0.520734232,-0.340825575,-0.076883845,-0.404710196,0.116179487,0.523098134,-0.060211289,-0.565069097,-0.386513243,-0.408187072,-0.412682954,FALSE,FALSE,0,1,0.006798833
2064,ftes_1hour,3/7/2025 21:00,2025-03-07T21:00:00,0.210210706,0.605392591,-0.342164499,-0.077855206,-0.413657398,-0.065763722,0.609003012,-0.060220712,-0.533514177,-0.386900267,-0.407804828,-0.398528927,FALSE,FALSE,0,1,0.003692912
2065,ftes_1hour,3/7/2025 22:00,2025-03-07T22:00:00,0.339178908,0.611697974,-0.342613985,-0.082308274,-0.415469082,-0.093704558,0.613833064,-0.058163328,-0.479862602,-0.385987624,-0.405788745,-0.059090553,FALSE,FALSE,0,1,0.001177399
2066,ftes_1hour,3/7/2025 23:00,2025-03-07T23:00:00,0.325032514,0.611007036,-0.342552645,-0.086337955,-0.414486933,-0.114658393,0.612682033,-0.059391519,-0.438388879,-0.385789862,-0.405740476,1.801946408,FALSE,FALSE,0,1,0.001175619
2067,ftes_1hour,3/8/2025 0:00,2025-03-08T00:00:00,0.31928655,0.613706969,-0.344131256,-0.061080379,-0.414279046,-0.105855811,0.610702045,-0.057147237,-0.418541774,-0.382798755,-0.406870022,2.190775215,FALSE,FALSE,0,1,-0.017663431
2068,ftes_1hour,3/8/2025 1:00,2025-03-08T01:00:00,-1.416201885,0.132974084,-0.342647166,-0.083580529,-0.414683105,-0.115202981,0.130942879,-0.056697239,-0.380140056,-0.384256234,1.326368808,2.058758076,FALSE,FALSE,0,1,0.009461908
2069,ftes_1hour,3/8/2025 2:00,2025-03-08T02:00:00,-1.773898744,-0.225923499,-0.342546651,-0.082123822,-0.414664989,-0.113739068,-0.231018322,-0.060582844,-0.487613455,-0.384407463,2.148631139,2.002312432,FALSE,FALSE,0,0,0.035841655
2070,ftes_1hour,3/8/2025 3:00,2025-03-08T03:00:00,-1.773952746,-0.369726727,-0.342567826,-0.082675623,-0.414663318,-0.11267028,-0.373352954,-0.059202462,-0.631443892,-0.386030718,1.997367496,1.971746158,FALSE,FALSE,0,0,96.7114506
2071,ftes_1hour,3/8/2025 4:00,2025-03-08T04:00:00,-1.773933052,-0.480876282,-0.342555354,-0.08077638,-0.414697882,-0.111458077,-0.484287612,-0.060632649,-0.758867399,-0.38672878,1.845110142,1.954423443,FALSE,FALSE,0,0,-204.9726546
2072,ftes_1hour,3/8/2025 5:00,2025-03-08T05:00:00,-1.773835071,-0.576871979,-0.342575973,-0.078122933,-0.414628391,-0.11049163,-0.580339458,-0.06205607,-0.870528081,-0.387237542,1.703836849,1.946015886,FALSE,FALSE,0,0,-35.58286308
2073,ftes_1hour,3/8/2025 6:00,2025-03-08T06:00:00,-1.773658038,-0.661386695,-0.342470699,-0.075781438,-0.414624532,-0.108758658,-0.663973997,-0.063791745,-0.969053884,-0.38800378,1.574118378,1.942727523,FALSE,FALSE,0,0,-17.33860269
2074,ftes_1hour,3/8/2025 7:00,2025-03-08T07:00:00,-1.773660612,-0.737155574,-0.342467487,-0.070625459,-0.414709049,-0.108249466,-0.738984392,-0.063153751,-1.057082856,-0.38897566,1.455274633,1.941383153,FALSE,FALSE,0,0,1068.952426
2075,ftes_1hour,3/8/2025 8:00,2025-03-08T08:00:00,-1.773617778,-0.803880475,-0.342348894,-0.069030808,-0.414659452,-0.108168916,-0.805061667,-0.060646639,-1.134045729,-0.389140556,1.347176232,1.931913278,FALSE,FALSE,0,0,-56.57498056
2076,ftes_1hour,3/8/2025 9:00,2025-03-08T09:00:00,-1.773714497,-0.862345825,-0.342505095,-0.072136426,-0.414636487,-0.106969475,-0.863070686,-0.063425637,-1.203154724,-0.388839838,1.249239964,1.930603595,FALSE,FALSE,0,0,21.95317797
2077,ftes_1hour,3/8/2025 10:00,2025-03-08T10:00:00,-1.773360047,-0.912815899,-0.342585794,-0.069041002,-0.414607692,-0.107383808,-0.912845177,-0.059335704,-1.262411304,-0.389356339,1.161382518,1.928021572,FALSE,FALSE,0,0,-5.171913926
2078,ftes_1hour,3/8/2025 11:00,2025-03-08T11:00:00,-1.773845354,-0.956469742,-0.342563318,-0.065986908,-0.414633242,-0.107007243,-0.956197412,-0.058204556,-1.318253915,-0.388554614,1.083201643,1.92938711,FALSE,FALSE,0,0,3.266237412
2079,ftes_1hour,3/8/2025 12:00,2025-03-08T12:00:00,-1.773753539,-0.994129942,-0.342650573,-0.0634256,-0.41461347,-0.106170784,-0.994057986,-0.059678167,-1.367711197,-0.388312522,1.014106114,1.932010101,FALSE,FALSE,0,0,-14.89722241
2080,ftes_1hour,3/8/2025 13:00,2025-03-08T13:00:00,-1.773880085,-1.027333448,-0.342697401,-0.059524572,-0.414601999,-0.107113286,-1.027419402,-0.060471998,-1.412980486,-0.388425644,0.952760608,1.924619291,FALSE,FALSE,0,0,9.528637574
2081,ftes_1hour,3/8/2025 14:00,2025-03-08T14:00:00,-1.774001854,-1.056617618,-0.342814019,-0.057291798,-0.414582197,-0.106556348,-1.056735668,-0.060218306,-1.453940196,-0.388692936,0.898177758,1.931960118,FALSE,FALSE,0,0,8.733455187
2082,ftes_1hour,3/8/2025 15:00,2025-03-08T15:00:00,-1.77374979,-1.082315612,-0.342701883,-0.055375566,-0.414574651,-0.105639128,-1.08261121,-0.060720024,-1.490320061,-0.388688232,0.849512441,1.916087569,FALSE,FALSE,0,0,-3.703221497
2083,ftes_1hour,3/8/2025 16:00,2025-03-08T16:00:00,-1.772216661,-1.105352007,-0.342777146,-0.052887156,-0.414640715,-0.104887749,-1.105623288,-0.060975446,-1.524043953,-0.388518775,0.806158576,1.910897819,FALSE,FALSE,0,0,-0.546302444
2084,ftes_1hour,3/8/2025 17:00,2025-03-08T17:00:00,-1.773553596,-1.126371721,-0.342596831,-0.050193689,-0.414657271,-0.103859551,-1.126462337,-0.058116905,-1.554605467,-0.388287785,0.766897603,1.905299627,FALSE,FALSE,0,0,0.570404124
2085,ftes_1hour,3/8/2025 18:00,2025-03-08T18:00:00,-1.773542287,-1.144948524,-0.342650982,-0.047066468,-0.414606668,-0.103994107,-1.145025277,-0.059070647,-1.583277931,-0.388273546,0.7317038,1.908104536,FALSE,FALSE,0,0,-59.65549147
